ordinal,id,ship_name,rarity,nation,type,health,firepower,aa,torpedo,evasion,air_power,fuel_consumption,reload,armor,speed,asw,oxygen,ammo,slot_1_modifier,slot_1_equipment,slot_1_effective,slot_2_modifier,slot_2_equipment,slot_2_effective,slot_3_modifier,slot_3_equipment,slot_3_effective
107,375,Mullany,rare/elite,Eagle Union,DD,1762.0,78.0,150.0,255.0,154.0,0.0,9.0,179.0,Light,42.0,192.0,0.0,0.0,1.25,DD Main Guns,97.5,1.3,Torpedoes,331.5,1.3,Anti-Air Guns,195.0
280,003,Blanc,rare/elite,Neptunia,DD,1513.0,61.0,129.0,396.0,169.0,0.0,9.0,180.0,Light,45.0,180.0,0.0,0.0,0.75,DD Main Guns,45.75,1.5,Torpedoes,594.0,0.75,Anti-Air Guns,96.75
284,007,White Heart,super rare,Neptunia,DD,1622.0,65.0,134.0,433.0,171.0,0.0,10.0,187.0,Light,45.0,186.0,0.0,0.0,0.8,DD Main Guns,52.0,1.5,Torpedoes,649.5,0.75,Anti-Air Guns,100.5
287,032,Nekone,super rare,Utawarerumono,DD,1617.0,85.0,183.0,316.0,183.0,0.0,10.0,173.0,Light,39.0,144.0,0.0,0.0,0.85,DD Main Guns,72.25,1.2,Torpedoes,379.2,0.65,Anti-Air Guns,118.95
292,Collab021,22,rare/elite,Bilibili,DD,1189.0,47.0,130.0,178.0,156.0,0.0,9.0,156.0,Light,43.0,171.0,0.0,0.0,1.35,DD Main Guns,63.45,1.15,Torpedoes,204.7,0.95,Anti-Air Guns,123.5
293,Collab022,33,rare/elite,Bilibili,DD,1145.0,34.0,130.0,218.0,156.0,0.0,9.0,148.0,Light,43.0,171.0,0.0,0.0,1.15,DD Main Guns,39.099999999999994,1.3,Torpedoes,283.40000000000003,0.95,Anti-Air Guns,123.5
300,3005,Cassin,common,Eagle Union,DD,1611.0,91.0,146.0,258.0,181.0,0.0,7.0,185.0,Light,47.0,162.0,0.0,0.0,1.25,DD Main Guns,113.75,1.35,Torpedoes,348.3,1.3,Anti-Air Guns,189.8
301,3006,Downes,common,Eagle Union,DD,1611.0,91.0,146.0,258.0,181.0,0.0,7.0,185.0,Light,47.0,162.0,0.0,0.0,1.25,DD Main Guns,113.75,1.35,Torpedoes,348.3,1.3,Anti-Air Guns,189.8
302,3019,Laffey,rare/elite,Eagle Union,DD,1815.0,148.0,153.0,306.0,197.0,0.0,9.0,191.0,Light,45.0,180.0,0.0,0.0,1.65,DD Main Guns,244.2,1.25,Torpedoes,382.5,1.25,Anti-Air Guns,191.25
303,3027,Hammann,rare/elite,Eagle Union,DD,1723.0,85.0,239.0,251.0,154.0,0.0,8.0,197.0,Light,45.0,187.0,0.0,0.0,1.25,DD Main Guns,106.25,1.3,Torpedoes,326.3,1.35,Anti-Air Guns,322.65000000000003
313,3082,Acasta,rare/elite,Royal Navy,DD,1307.0,59.0,149.0,360.0,238.0,0.0,8.0,168.0,Light,45.0,155.0,0.0,0.0,1.15,DD Main Guns,67.85,1.5,Torpedoes,540.0,1.1,Anti-Air Guns,163.9
314,3083,Ardent,rare/elite,Royal Navy,DD,1307.0,59.0,149.0,360.0,238.0,0.0,8.0,168.0,Light,45.0,155.0,0.0,0.0,1.2,DD Main Guns,70.8,1.45,Torpedoes,522.0,1.1,Anti-Air Guns,163.9
315,3088,Comet,common,Royal Navy,DD,1298.0,59.0,146.0,345.0,239.0,0.0,7.0,170.0,Light,46.0,186.0,0.0,0.0,1.2,DD Main Guns,70.8,1.4,Torpedoes,482.99999999999994,1.1,Anti-Air Guns,160.60000000000002
316,3089,Crescent,common,Royal Navy,DD,1298.0,99.0,146.0,310.0,234.0,0.0,7.0,165.0,Light,46.0,186.0,0.0,0.0,1.25,DD Main Guns,123.75,1.35,Torpedoes,418.5,1.1,Anti-Air Guns,160.60000000000002
317,3090,Cygnet,common,Royal Navy,DD,1298.0,89.0,146.0,310.0,249.0,0.0,7.0,165.0,Light,46.0,190.0,0.0,0.0,1.25,DD Main Guns,111.25,1.35,Torpedoes,418.5,1.1,Anti-Air Guns,160.60000000000002
318,3091,Foxhound,common,Royal Navy,DD,1309.0,97.0,145.0,311.0,243.0,0.0,7.0,167.0,Light,45.0,193.0,0.0,0.0,1.25,DD Main Guns,121.25,1.35,Torpedoes,419.85,1.1,Anti-Air Guns,159.5
319,3092,Fortune,rare/elite,Royal Navy,DD,1333.0,97.0,149.0,318.0,243.0,0.0,8.0,169.0,Light,45.0,197.0,0.0,0.0,1.25,DD Main Guns,121.25,1.35,Torpedoes,429.3,1.1,Anti-Air Guns,163.9
320,3101,Javelin,rare/elite,Royal Navy,DD,1482.0,80.0,139.0,389.0,244.0,0.0,9.0,180.0,Light,46.0,195.0,0.0,0.0,1.25,DD Main Guns,100.0,1.45,Torpedoes,564.05,1.05,Anti-Air Guns,145.95000000000002
328,3155,Ayanami,rare/elite,Sakura Empire,DD,1663.0,67.0,127.0,523.0,208.0,0.0,9.0,201.0,Light,48.0,183.0,0.0,0.0,0.85,DD Main Guns,56.949999999999996,1.65,Torpedoes,862.9499999999999,0.75,Anti-Air Guns,95.25
329,3167,Kagerou,rare/elite,Sakura Empire,DD,1736.0,66.0,130.0,506.0,186.0,0.0,8.0,195.0,Light,45.0,189.0,0.0,0.0,0.8,DD Main Guns,52.800000000000004,1.55,Torpedoes,784.3000000000001,0.75,Anti-Air Guns,97.5
330,3168,Shiranui,common,Sakura Empire,DD,1600.0,65.0,126.0,516.0,206.0,0.0,7.0,171.0,Light,45.0,155.0,0.0,0.0,0.8,DD Main Guns,52.0,1.65,Torpedoes,851.4,0.75,Anti-Air Guns,94.5
342,3236,Z23,rare/elite,Ironblood,DD,1951.0,154.0,196.0,309.0,157.0,0.0,9.0,173.0,Light,42.0,201.0,0.0,0.0,1.75,DD/CL Main Guns,269.5,1.2,Torpedoes,370.8,0.85,Anti-Air Guns,166.6
346,3263,Bailey,rare/elite,Eagle Union,DD,1731.0,91.0,239.0,282.0,156.0,0.0,8.0,198.0,Light,47.0,173.0,0.0,0.0,1.35,DD Main Guns,122.85000000000001,1.35,Torpedoes,380.70000000000005,1.25,Anti-Air Guns,298.75
347,3269,Kamikaze,rare/elite,Sakura Empire,DD,1466.0,52.0,161.0,372.0,187.0,0.0,7.0,202.0,Light,47.0,183.0,0.0,0.0,0.75,DD Main Guns,39.0,1.45,Torpedoes,539.4,0.8,Anti-Air Guns,128.8
348,3270,Matsukaze,rare/elite,Sakura Empire,DD,1466.0,51.0,153.0,372.0,184.0,0.0,7.0,196.0,Light,47.0,167.0,0.0,0.0,0.75,DD Main Guns,38.25,1.45,Torpedoes,539.4,0.8,Anti-Air Guns,122.4
349,3271,Mutsuki,common,Sakura Empire,DD,1404.0,51.0,155.0,420.0,187.0,0.0,7.0,191.0,Light,47.0,162.0,0.0,0.0,0.75,DD Main Guns,38.25,1.5,Torpedoes,630.0,0.8,Anti-Air Guns,124.0
350,3301,Nicholas,rare/elite,Eagle Union,DD,1927.0,121.0,209.0,320.0,154.0,0.0,9.0,180.0,Light,42.0,202.0,0.0,0.0,1.4,DD Main Guns,169.39999999999998,1.4,Torpedoes,448.0,1.3,Anti-Air Guns,271.7
353,3318,Hamakaze,rare/elite,Sakura Empire,DD,1796.0,66.0,130.0,526.0,205.0,0.0,8.0,175.0,Light,45.0,168.0,0.0,0.0,0.8,DD Main Guns,52.800000000000004,1.65,Torpedoes,867.9,0.75,Anti-Air Guns,97.5
354,3319,Tanikaze,rare/elite,Sakura Empire,DD,1796.0,66.0,134.0,526.0,205.0,0.0,8.0,171.0,Light,45.0,147.0,0.0,0.0,0.8,DD Main Guns,52.800000000000004,1.65,Torpedoes,867.9,0.75,Anti-Air Guns,100.5
355,3348,Forbin,rare/elite,Iris Libre,DD,1207.0,80.0,150.0,398.0,193.0,0.0,8.0,168.0,Light,42.0,200.0,0.0,0.0,1.2,DD Main Guns,96.0,1.45,Torpedoes,577.1,0.8,Anti-Air Guns,120.0
356,3351,Le Mars,rare/elite,Vichya Dominion,DD,1207.0,80.0,165.0,398.0,193.0,0.0,8.0,168.0,Light,42.0,183.0,0.0,0.0,1.2,DD Main Guns,96.0,1.45,Torpedoes,577.1,0.8,Anti-Air Guns,132.0
